VB_ID,ID_Num,FIRE_NAME,FIRE_YEAR,WFU,Veg,AGENCY,ICS_CODE,PCT_FS,FIRESIZE_HA,BA90_HA,BA90_PCT,MaxPatch_HA,IGNITION_DATE,CONT_DATE,sdc
1984BADGER,6,BADGER,1984,no,Forest,"USF,NPS",LNF,25.71,450,79,17.5,34,19840718,0,0.009344321
1984YNP_023,1, ,1984,yes,Forest,NPS,YNP,0,299,10,3.2,4,19840000,19840000,0.02754335
1985BARTLETT,29,BARTLETT,1985,yes,Forest,NPS,YNP,0,427,88,20.7,70,19850725,19851110,0.011226786
1985BUCK,31,BUCK,1985,yes,Forest,NPS,YNP,0,141,24,17.2,11,19850809,19851110,0.02071825
1985CAENF00000066,21,1985CAENF00000066,1985,no,Forest,USF,ENF,42.04,129,43,33.6,37,19850810,19850812,0.007471913
1985CAINF00000070,22,1985CAINF00000070,1985,no,Forest,USF,INF,88.54,87,5,5.8,1,19850817,19850817,0.028726918
1985CALNF00000031,24,1985CALNF00000031,1985,no,Forest,USF,LNF,98.81,89,42,47,42,19850717,19850720,0.011126674
1985CALNF00000069,25,1985CALNF00000069,1985,no,Forest,USF,LNF,99.98,217,127,58.4,121,19851020,19851024,0.005133481
1985DELTA,33,DELTA,1985,no,Forest,USF,SHF,5.64,848,401,47.3,386,19850718,19850721,0.001919988
1985DOUGHERTY,34,DOUGHERTY,1985,yes,Forest,NPS,KNP,0,1072,79,7.4,26,19850625,19851013,0.014472851
1985KENDRICK,37,KENDRICK,1985,yes,Forest,NPS,YNP,0,507,30,5.9,6,19850725,19850000,0.022775036
1985MAMMOTH,40,MAMMOTH,1985,no,Forest,USF,SNF,70.7,316,29,9.3,29,19850702,19850704,0.008397389
1985PATE_VALLEY,42,PATE VALLEY,1985,no,Forest,NPS,YNP,0,713,138,19.3,77,19850630,19850707,0.007822315
1985RICH_BAR,43,RICH BAR,1985,no,Forest,USF,SQF,79.38,3295,1307,39.7,507,19850628,19850630,0.008740373
1985RIVER,44,RIVER,1985,no,Forest,USF,STF,100,134,8,6.2,5,19850831,19850902,0.02543544
1985TRELOAR_CMPLX,48,TRELOAR COMPLEX,1985,no,Forest,USF,SHF,100,1612,243,15.1,115,19850726,19850806,0.009764466
1986CAENF00000082,52,1986CAENF00000082,1986,no,Forest,USF,ENF,99.95,239,24,10.1,22,19861029,19861105,0.008843297
1986CASCADE_CREEK,58,CASCADE CREEK,1986,yes,Forest,NPS,YNP,0,837,16,1.9,7,19860727,19860922,0.023857586
1986DEER,59,DEER,1986,no,Forest,USF,SNF,100,5349,1204,22.5,206,19860909,19860920,0.006639721
1986GLACIER_POINT,61,GLACIER POINT,1986,no,Forest,NPS,YNP,0,278,122,43.8,98,19860627,19860701,0.005321624
1987ASSIST_PNF,71,ASSIST P.N.F.,1987,no,Forest,CDF,LMU,63.24,499,244,49,201,19870831,0,0.003251492
1987BEAR,72,BEAR,1987,no,Forest,USF,SHF,97.58,2132,147,6.9,35,19870830,19870914,0.011754454
1987BEARCAT,73,BEARCAT,1987,no,Forest,USF,KNF,94.96,1157,40,3.4,16,19870830,19870918,0.015811959
1987BETTY_BLAKE,74,BETTY BLAKE,1987,yes,Forest,NPS,YNP,0,159,16,9.8,13,19870717,19871120,0.014884094
1987BIG,75,BIG,1987,no,Forest,USF,TNF,72.3,427,37,8.6,18,19870831,19870906,0.009157064
1987BLAKE,76,BLAKE,1987,no,Forest,USF,SRF,99.5,1413,345,24.4,281,19870830,19870905,0.00512675
1987CEDAR,78,CEDAR,1987,no,Forest,USF,MDF,83.26,283,29,10.3,10,19870901,19870912,0.018898434
1987CHAWANAKEE,79,CHAWANAKEE,1987,no,Forest,USF,SNF,100,713,48,6.7,12,19870622,19870626,0.019332547
1987CHINA_KNF,81,CHINA,1987,no,Forest,USF,KNF,96.11,1332,112,8.4,25,19870830,0,0.012048355
1987CHINA_SHF,82,CHINA,1987,no,Forest,USF,SHF,100,3696,726,19.6,380,19870830,19871013,0.005601785
1987CLARK,129,PLUMAS NF #531 (CLARK),1987,no,Forest,CDF,BTU,73.47,15861,5351,33.7,781,19870830,19870905,0.005707101
1987CLAVEY_CMPLX,83,CLAVEY 87 CMPLX,1987,no,Forest,USF,STF,98.1,3537,708,20,324,19870831,19871012,0.008684927
1987COLD,84,COLD,1987,no,Forest,USF,SHF,98.37,6678,387,5.8,96,19870830,19870911,0.011928619
1987DOE,85,DOE,1987,no,Forest,USF,SHF,100,932,256,27.5,121,19870830,0,0.006821976
1987DOG_CREEK,86,DOG CREEK,1987,yes,Forest,NPS,KNP,0,170,11,6.3,4,19870708,19871027,0.023226848
1987EAST,87,EAST,1987,no,Forest,USF,SHF,97.44,4643,932,20.1,584,19870830,0,0.002699852
1987ELK_LICK,88,ELK LICK,1987,no,Forest,USF,KNF,100,448,28,6.3,12,19870830,0,0.017598158
1987EVER,89,EVER,1987,no,Forest,USF,STF,92.16,215,161,74.8,160,19870828,19870829,0.002558468
1987FAY,90,FAY,1987,no,Forest,USF,SQF,81.37,4640,1147,24.7,664,19870830,19870905,0.005630058
1987FLUME,92,FLUME,1987,no,Forest,USF,SHF,100,5277,813,15.4,198,19870830,19870910,0.007360206
1987FORT_COPPER,93,FORT COPPER,1987,no,Forest,USF,KNF,94.59,14703,2842,19.3,290,19870830,19871007,0.006428401
1987FOUTS,94,FOUTS,1987,no,Forest,USF,MNF,91.72,6965,1752,25.2,399,19870901,19870914,0.006715452
1987FRIENDLY,95,FRIENDLY,1987,no,Forest,USF,SHF,88.92,1466,407,27.7,297,19870830,19870910,0.005086445
1987FROG,96,FROG,1987,yes,Forest,NPS,YNP,0,1554,66,4.2,10,19870628,19871104,0.021267253
1987GLASGOW,97,GLASGOW,1987,no,Forest,USF,KNF,96.56,6156,1273,20.7,480,19870830,19870922,0.004632876
1987GLEN_AULIN,98,GLEN AULIN,1987,yes,Forest,NPS,YNP,0,106,23,21.5,10,19870921,19871120,0.017873762
1987GULCH_KNF,99,GULCH,1987,no,Forest,USF,KNF,98.74,4435,181,4.1,18,19870830,19871012,0.016308986
1987GULCH_SHF,100,GULCH,1987,no,Forest,USF,SHF,89.93,2652,789,29.8,520,19870830,19870911,0.0056807
1987HAMM_CMPLX,102,HAMM 87 CMPLX,1987,no,Forest,USF,STF,93.66,13624,2993,22,431,19870830,19870913,0.00656692
1987HASLOE_CMPLX,103,HASLOE 87 CMPLX,1987,no,Forest,USF,STF,70.47,2783,1073,38.5,790,19870901,19870907,0.005560406
1987HIGHROCK,104,HIGHROCK,1987,no,Forest,USF,MDF,95.35,455,33,7.3,17,19870901,19870912,0.010377507
1987HOTELLING,105,HOTELLING,1987,no,Forest,USF,KNF,100,7453,696,9.3,268,19870830,19871017,0.009072435
1987INDIAN,106,INDIAN,1987,no,Forest,USF,TNF,99.93,3791,1523,40.2,939,19870829,19870911,0.004298132
1987JARREL,107,JARREL,1987,no,Forest,"USF,NPS",STF,22.55,742,25,3.3,13,19870903,19870912,0.015768978
1987JESSIE,109,JESSIE,1987,no,Forest,USF,SHF,61,1385,148,10.7,37,19870830,19870912,0.011990103
1987KELSEY,110,KELSEY,1987,no,Forest,USF,KNF,96.4,1753,96,5.5,46,19870830,19870925,0.009123857
1987KING_TITUS,111,KING TITUS,1987,no,Forest,USF,KNF,99.21,28891,2092,7.2,132,19870830,19871018,0.01052542
1987LAKE,112,LAKE,1987,no,Forest,USF,KNF,99.79,7655,247,3.2,41,19870830,19870928,0.013168584
1987LARSON_CMPLX,113,LARSON 87 CMPLX,1987,no,Forest,USF,STF,93.35,19551,3752,19.2,754,19870830,19870910,0.006043918
1987LAUREL,115,LAUREL,1987,no,Forest,USF,INF,85.1,469,112,23.9,51,19870830,19870904,0.010535702
1987LAZYMAN,116,LAZYMAN,1987,no,Forest,USF,SHF,100,606,20,3.3,8,19870901,19870921,0.020190174
1987LIGHTNING120,117,LIGHTNING #120 (CRANK),1987,no,Forest,CDF,LMU,12.39,1725,853,49.5,661,19870831,0,0.003772794
1987LOST,118,LOST,1987,no,Forest,USF,LNF,95.64,9672,4685,48.4,1674,19870831,19870908,0.004817719
1987LOST_BEAR,119,LOST BEAR,1987,yes,Forest,NPS,YNP,0,809,33,4.1,5,19870723,19871120,0.022746772
1987MAMMOTH,120,MAMMOTH,1987,no,Forest,USF,INF,99.82,183,36,19.8,36,19870822,19870825,0.007185887
1987MENDENHALL,121,MENDENHALL,1987,no,Forest,CDF,MEU,57.86,21919,8586,39.2,4875,19870831,19870917,0.003858251
1987NIELON,122,NIELON,1987,no,Forest,USF,KNF,100,649,199,30.6,186,19870830,19870921,0.004107049
1987PALMER,123,PALMER,1987,no,Forest,USF,TNF,57.56,862,187,21.7,105,19870829,19870908,0.007915978
1987PAPER_CMPLX,126,PAPER 87 CMPLX,1987,no,Forest,USF,STF,71.61,15232,4120,27.1,1775,19870831,19871012,0.003850413
1987PEANUT,127,PEANUT,1987,no,Forest,USF,SHF,84.67,2608,599,23,208,19870830,19870912,0.006813461
1987PIERCE,128,PIERCE,1987,no,Forest,CDF,TUU,74.57,290,37,12.7,13,19870829,19870905,0.012653224
1987QUAKING,130,QUAKING,1987,no,Forest,USF,MDF,96.75,1787,464,25.9,201,19870715,19870721,0.010205709
1987RIPSTEIN,131,RIPSTEIN,1987,no,Forest,USF,SHF,100,1378,459,33.3,189,19870830,19870926,0.006337453
1987RIVER,132,RIVER II,1987,no,Forest,USF,STF,93.81,285,7,2.6,6,19870830,19870904,0.021776433
1987SAINT_CLAIRE,134,SAINT CLAIRE,1987,no,Forest,USF,KNF,100,3497,114,3.2,17,19870830,19871010,0.020966322
1987SLATER,136,SLATER,1987,no,Forest,USF,KNF,96.89,2577,328,12.7,99,19870830,19870920,0.009985235
1987SLIDES,137,SLIDES,1987,no,Forest,USF,MNF,100,398,8,2,8,19870901,19870919,0.019445394
1987SNAG_CMPLX,138,SNAG COMPLEX,1987,no,Forest,NPS,LNP,0,325,29,8.9,11,19870901,19870909,0.018586549
1987STRAUSE,139,STRAUSE,1987,no,Forest,USF,SHF,100,2646,783,29.6,193,19870830,19871013,0.006178827
1987TEN_BALD,140,TEN BALD,1987,no,Forest,USF,KNF,100,7946,969,12.2,86,19870830,19871015,0.010146219
1987THOMPSON,141,THOMPSON,1987,no,Forest,USF,KNF,100,2039,88,4.3,13,19870830,19871020,0.016562759
1987TRAVIS,142,TRAVIS,1987,no,Forest,USF,SRF,92.86,4781,725,15.2,234,19870831,19870906,0.006863796
1987TRINITY,143,TRINITY,1987,no,Forest,USF,SHF,100,570,20,3.4,6,19870830,19870912,0.017459494
1987USF05141987000282,68, ,1987,no,Forest,USF,SHF,100,420,24,5.7,12,19870830,19870912,0.012569833
1987WALLOW,145,WALLOW,1987,no,Forest,USF,SHF,96.05,1395,21,1.5,13,19870830,19870920,0.013758817
1987YELLOW2,146,YELLOW #2,1987,no,Forest,USF,KNF,99.99,21741,2305,10.6,451,19870830,19871120,0.006583012
1988ALASKA,156,ALASKA,1988,yes,Forest,NPS,YNP,0,770,8,1.1,4,19880818,19881119,0.02290065
1988BUCKEYE,160,BUCKEYE,1988,yes,Forest,NPS,KNP,0,1290,302,23.4,255,19881016,19881023,0.004391343
1988CALNF00000155,153,1988CALNF00000155,1988,no,Forest,USF,LNF,85,375,235,62.5,226,19880828,19880831,0.002600084
1988CLEARINGHOUSE,163,CLEARHOUSE,1988,no,Forest,USF,STF,93.99,1021,36,3.5,10,19880702,19880708,0.017751412
1988EAST_LECONTE,166,EAST LECONTE,1988,yes,Forest,NPS,YNP,0,1519,20,1.3,11,19880620,19881119,0.017779778
1988ECHO,167,ECHO,1988,yes,Forest,NPS,YNP,0,577,35,6,7,19880621,19881110,0.025898476
1988ELBOW,170,ELBOW,1988,yes,Forest,NPS,YNP,0,184,3,1.7,3,19880810,19881110,0.018484735
1988GARNET,172,GARNET,1988,no,Forest,USF,SNF,100,924,33,3.5,13,19880829,19880902,0.015611695
1988HERMIT,175,HERMIT,1988,no,Forest,USF,SHF,97.71,3391,1158,34.1,356,19880928,19881002,0.004819125
1988LETTS,178,LETTS,1988,no,Forest,USF,MNF,96.15,1340,193,14.4,72,19881205,0,0.00872233
1988LIGHTNING97,179,LIGHTNING #97 (BISON),1988,no,Forest,CDF,LMU,20.45,1386,769,55.5,689,19880810,0,0.003418425
1988OBELISK,181,OBELISK,1988,no,Forest,USF,SNF,99.91,3045,289,9.5,36,19880724,0,0.013244174
1988QUARTZITE,183,QUARTZITE,1988,yes,Forest,NPS,YNP,0,248,42,17.1,11,19880902,19881110,0.019263057
1988SIMPSON,185,SIMPSON,1988,yes,Forest,NPS,KNP,0,492,10,2,7,19880721,19880831,0.021722394
1988USF05131988000061,148, ,1988,no,Forest,USF,SQF,97.29,286,67,23.5,33,19880704,19880705,0.012959571
1988USFS_ASSIST3,188,USFS ASSIST 3,1988,no,Forest,CDF,NEU,87.89,244,7,3.1,5,19880327,0,0.024799289
1988VERN,189,VERN,1988,yes,Forest,NPS,YNP,0,289,4,1.3,3,19880910,19881110,0.021096286
1988WALKER,190,WALKER,1988,no,Forest,NPS,YNP,0,1247,283,22.7,176,19880620,19881110,0.005786493
1989BALCH,193,BALCH,1989,no,Forest,USF,SNF,100,3584,574,16,161,19890729,19890809,0.00895133
1989LAYMAN,197,LAYMAN,1989,no,Forest,USF,PNF,90.8,2012,580,28.8,212,19890906,19890912,0.006540008
1989POWERHOUSE,202,POWDERHOUSE,1989,no,Forest,USF,SNF,62.04,4863,480,9.9,99,19890728,19890803,0.011487692
1989RACK,203,RACK,1989,no,Forest,USF,PNF,100,1400,552,39.4,189,19890708,19890712,0.006581521
1990A_ROCK,210,A-ROCK,1990,no,Forest,NPS,YNP,59.24,7281,2682,36.8,1513,19900807,19900821,0.002949311
1990AVALANCHE,211,AVALANCHE,1990,yes,Forest,NPS,KNP,0,1157,161,13.9,38,19900713,19901029,0.01199018
1990BUTTES,214,BUTTES,1990,no,Forest,USF,TNF,68.18,122,44,36.3,41,19900807,19900813,0.006369873
1990CALNF00000109,207,1990CALNF00000109,1990,no,Forest,USF,LNF,100,136,71,51.9,71,19900911,19900913,0.005503229
1990COTTONWOOD,216,COTTONWOOD,1990,no,Forest,CDF,TCU,85.83,991,326,32.9,205,19900913,0,0.004631711
1990GREENHORN,221,GREENHORN,1990,no,Forest,USF,PNF,79.06,165,45,27.3,22,19900629,19900703,0.009034248
1990KIRCH,222,KIRCH,1990,no,Forest,USF,SNF,95.36,1507,165,11,66,19900720,19900724,0.013227529
1990LAUREL_LAKE2,223,LAUREL LAKE 2,1990,no,Forest,NPS,YNP,0,336,5,1.4,1,19900813,19900820,0.041907809
1990LONG_VALLEY,225,LONG VALLEY,1990,no,Forest,CDF,SHU,81.3,290,73,25.3,70,19900810,19900000,0.006485776
1990PIUTE,227,PIUTE,1990,no,Forest,NPS,YNP,0,224,14,6.1,3,19900813,19900914,0.028327476
1990RECER,228,RECER,1990,no,Forest,USF,MNF,95.38,1389,207,14.9,74,19900808,19900902,0.008349162
1990SAVAGE,229,SAVAGE,1990,no,Forest,USF,SNF,94.27,786,224,28.5,106,19900830,19900902,0.008106044
1990STEAMBOAT,230,STEAMBOAT,1990,no,Forest,NPS,YNP,0,2470,338,13.7,132,19900807,19900820,0.007326042
1990STORMY,231,STORMY,1990,no,Forest,USF,SQF,98.39,9493,6114,64.4,5218,19900805,19900831,0.002105893
1990T_GROVE4,232,T-GROVE 4,1990,no,Forest,NPS,YNP,0,301,4,1.3,3,19900807,19900816,0.021834246
1990WALKER,233,WALKER,1990,no,Forest,USF,PNF,100,472,134,28.4,93,19900806,19900808,0.006287073
1991BEAR,236,BEAR,1991,no,Forest,USF,MNF,100,339,15,4.5,13,19910128,19910201,0.015299395
1991FROG,238,FROG,1991,yes,Forest,NPS,YNP,0,1232,32,2.6,4,19910906,19910921,0.027447537
1991ILL,239,ILL,1991,no,Forest,NPS,YNP,0,1430,250,17.5,91,19910907,19910924,0.01024647
1991ROCK,242,ROCK,1991,no,Forest,USF,SHF,94,451,240,53.2,231,19910918,19910922,0.004058689
1992CALLBOX,248,CALLBOX,1992,no,Forest,USF,SQF,100,648,253,39,93,19920524,19920524,0.010302052
1992CHAGOOPA,249,CHAGOOPA,1992,yes,Forest,NPS,KNP,0,255,17,6.7,5,19920715,19920920,0.019172395
1992CLEVELAND,250,CLEVELAND,1992,no,Forest,USF,ENF,46.52,9258,5252,56.7,2307,19920929,19921012,0.001995501
1992DOME,253,DOME,1992,no,Forest,NPS,YNP,0,100,15,14.9,7,19920621,19920627,0.019357877
1992ITALIAN,256,ITALIAN,1992,no,Forest,USF,SNF,74.13,888,11,1.2,4,19920813,0,0.030754119
1992MUD,258,MUD FIRE,1992,no,Forest,CDF,LMU,56.41,311,205,66,205,19920812,19920000,0.003821694
1992OSTRANDER,259,OSTRANDER,1992,yes,Forest,NPS,YNP,0,165,6,3.8,6,19920811,19920822,0.016698879
1992RAINBOW,260,RAINBOW,1992,no,Forest,USF,INF,92.22,3422,828,24.2,287,19920820,19920916,0.00630786
1992RATTLESNAKE,261,RATTLESNAKE,1992,yes,Forest,NPS,KNP,0,138,13,9.3,10,19920716,19921018,0.014904079
1992RUBY,262,RUBY,1992,no,Forest,USF,STF,77.43,1718,1209,70.4,1168,19920907,19920909,0.002552794
1993BUCK_PEAK,267,BUCK PEAK,1993,yes,Forest,NPS,KNP,0,836,50,6,17,19930622,19931116,0.018369472
1993ROAD,274,ROAD,1993,no,Forest,USF,ENF,62.05,128,17,13.1,8,19930510,19930512,0.016827264
1994BARKLEY,280,BARKLEY,1994,no,Forest,CDF,TGU,71.4,18124,544,3,332,19940918,0,0.006110683
1994BEAR,281,BEAR,1994,no,Forest,USF,KNF,100,834,197,23.6,161,19940721,0,0.003728906
1994BIG_CREEK,282,BIG CREEK,1994,no,Forest,USF,SNF,99.54,2383,546,22.9,187,19940824,19940902,0.006458367
1994COTTONWOOD,284,COTTONWOOD,1994,no,Forest,USF,TNF,74.15,19621,8780,44.7,4805,19940816,19940831,0.003565424
1994CREEK,285,CREEK,1994,no,Forest,CDF,TCU,85.25,591,103,17.4,77,19940809,0,0.008567966
1994FOUR_LANE,290,FOUR LANE,1994,no,Forest,CDF,FKU,93.3,90,23,25.8,23,19940730,0,0.013598708
1994HIRSCHDALE,292,HIRSCHDALE,1994,no,Forest,USF,TNF,79.18,445,99,22.2,41,19940811,19940822,0.010754237
1994HORIZON,293,HORIZON,1994,yes,Forest,NPS,YNP,0,1337,66,4.9,21,19940531,19940819,0.013682606
1994JACK1,295,JACK #1,1994,no,Forest,USF,KNF,100,11305,1252,11.1,154,19940721,19940810,0.00899471
1994LUCAS4,298,LUCAS #4,1994,no,Forest,USF,SQF,78.79,2808,820,29.2,270,19940627,19940702,0.011246724
1994SPECIMEN,306,SPECIMEN,1994,no,Forest,USF,KNF,100,3432,997,29,446,19940918,19941012,0.00433789
1994SUGARFOOT,307,SUGARFOOT,1994,no,Forest,USF,MNF,86.97,1106,162,14.7,46,19940827,19940910,0.009896817
1995CASTLE,313,CASTLE WF,1995,no,Forest,NPS,KNP,0,736,17,2.3,3,19951109,19951211,0.034474024
1995HELESTER,316,HELESTER,1995,no,Forest,USF,TNF,100,258,55,21.5,55,19950811,19950816,0.006989488
1995PONY,320,PONY,1995,no,Forest,USF,KNF,100,852,179,21,146,19950801,19950815,0.00346922
1996ACKERSON,327,ACKERSON,1996,no,Forest,NPS,YNP,18.97,24123,4078,16.9,319,19960814,0,0.00596586
1996BIG_ARROYO,333,BIG ARROYO,1996,yes,Forest,NPS,KNP,0,1410,48,3.4,7,19960802,19961105,0.02474747
1996BOREL,335,BOREL,1996,no,Forest,USF,SQF,100,1099,130,11.8,71,19960801,19960805,0.008830121
1996CASTLE_COMPLEX,337,CASTLE COMPLEX,1996,no,Forest,NPS,KNP,0,1148,48,4.2,11,19960726,19961105,0.017416154
1996DIXIE,342,DIXIE FIRE,1996,no,Forest,CDF,LMU,50.68,576,289,50.2,285,19960816,0,0.003598327
1996FORK,345,FORK,1996,no,Forest,USF,MNF,74.47,33673,12366,36.7,2848,19960811,19960907,0.005265034
1996HOSPITAL,350,HOSPITAL,1996,no,Forest,NPS,KNP,0,119,28,23.3,15,19960728,19960810,0.011618712
1996ILL,351,ILL,1996,yes,Forest,NPS,YNP,0,233,3,1.3,1,19961001,19961023,0.039606386
1996KAWEAH,352,KAWEAH,1996,no,Forest,NPS,KNP,0,1824,426,23.4,190,19960813,19960825,0.007720505
1996KENDRICK,353,KENDRICK,1996,yes,Forest,NPS,YNP,0,344,7,2.1,6,19960810,19960000,0.017292338
1996KIBBIE,354,KIBBIE,1996,no,Forest,NPS,YNP,56.01,118,9,7.8,9,19960814,19961120,0.015526403
1996MADDALENA,355,MADDALENA,1996,no,Forest,USF,PNF,53.9,1819,408,22.4,83,19960725,19960730,0.01294537
1996ROCK,360,ROCK,1996,no,Forest,USF,SHF,100,1042,23,2.2,12,19960813,19960821,0.015061875
1996ROGGE,361,ROGGE,1996,no,Forest,USF,STF,92.75,8561,470,5.5,147,19960814,19960831,0.009720988
1997AMPHITHEATER,370,AMPHITHEATER,1997,no,Forest,NPS,KNP,0,101,2,1.8,1,19970923,19970930,0.043757935
1997CHOKE,373,CHOKE,1997,no,Forest,USF,SQF,99.93,1592,517,32.5,372,19970806,19970812,0.005157849
1997HUFFER,377,HUFFER,1997,no,Forest,NPS,LNP,0,927,192,20.7,130,19970730,19970817,0.005584533
1997JACKS,378,JACKS,1997,no,Forest,USF,SQF,98.94,2320,1501,64.7,1482,19970808,19970818,0.00214996
1997MAYBERT,380,MAYBERT,1997,no,Forest,USF,TNF,58.09,206,50,24.4,49,19970521,19970523,0.004929005
1997SUGARLOAF,383,SUGARLOAF,1997,yes,Forest,NPS,KNP,0,135,7,5.1,5,19970815,19971026,0.013485601
1998ROUGH,389,ROUGH,1998,no,Forest,USF,SNF,100,379,8,2,2,19981020,19981022,0.036556548
1999BELL_WEST,392,BELL WEST,1999,no,Forest,USF,MDF,79.67,941,84,9,46,19990522,19990526,0.00807029
1999BOHEMOTASH,394,BOHEMOTASH,1999,no,Forest,USF,SHF,45.79,2309,195,8.4,37,19990823,19990907,0.013345717
1999BUCKS,396,BUCKS,1999,no,Forest,USF,PNF,80.83,13893,1377,9.9,107,19990823,19991010,0.010274076
1999CINDER,398,CINDER,1999,no,Forest,USF,LNF,42.05,298,107,35.9,106,19990817,19990822,0.005186573
1999DEER,400,DEER,1999,yes,Forest,USF,STF,100,140,4,2.9,2,19990806,19990806,0.029305167
1999DEVILSGAP,402,DEVILS GAP,1999,no,Forest,USF,PNF,97.88,606,177,29.3,147,19990822,19990828,0.005927592
1999EAST,405,EAST,1999,no,Forest,USF,KNF,100,475,122,25.8,76,19990724,19990810,0.008369457
1999GUN2,411,GUN II,1999,no,Forest,CDF,TGU,55.92,24609,1032,4.2,348,19990928,19991006,0.005190419
1999HIGH,412,HIGH,1999,no,Forest,USF,SHF,38.62,1332,105,7.9,30,19990823,19991005,0.013104859
1999HIRAM,413,HIRAM,1999,yes,Forest,USF,STF,100,1118,110,9.8,45,19990810,0,0.011376175
1999HORTON2,414,HORTON 2,1999,no,Forest,USF,PNF,97.96,1643,365,22.2,90,19990824,19990907,0.01050028
1999JACKASS,415,JACKASS,1999,no,Forest,USF,SHF,90.91,2217,50,2.3,10,19990823,19990907,0.020738306
1999LOOKOUT,424,LOOKOUT,1999,no,Forest,USF,PNF,92.33,1062,124,11.6,65,19990823,19991010,0.007782336
1999LOST_BEAR,425,LOST BEAR,1999,yes,Forest,NPS,YNP,0,868,9,1,3,19990711,19991122,0.028455069
1999LOST_VALLEY,426,LOST VALLEY,1999,no,Forest,NPS,YNP,0,363,33,9,6,19991106,19991108,0.023434303
1999LUNCH,428,LUNCH,1999,no,Forest,USF,SHF,88.54,825,34,4.1,17,19990823,19991005,0.014236162
1999MEGRAM,429,MEGRAM,1999,no,Forest,USF,SHF,98.26,50779,7042,13.9,618,19990000,0,0.006357463
1999ONION,433,ONION,1999,no,Forest,USF,SHF,99.12,6775,237,3.5,85,19990823,19990901,0.010164004
1999PIDGEN,435,PIDGEON,1999,no,Forest,USF,PNF,95.79,1916,169,8.8,31,19990823,19990917,0.011692984
1999PILOT,436,PILOT,1999,no,Forest,USF,STF,95.95,1647,734,44.5,348,19990823,19990830,0.004830848
1999REPTILE,440,REPTILE,1999,no,Forest,USF,SHF,95.35,735,134,18.2,24,19990823,19991005,0.012738908
1999RICHBAR_CMPLX,441,RICHBAR COMPLEX,1999,no,Forest,USF,SQF,76.87,1027,386,37.6,238,19990908,19990911,0.006391887
1999SHEEP1,442,SHEEP #1,1999,no,Forest,USF,SHF,52.56,5019,500,10,145,19990000,19990000,0.007122277
1999SHEEP2,443,SHEEP #2,1999,no,Forest,USF,SHF,78.13,1059,111,10.5,54,19990823,19990919,0.009970342
1999STAG,446,STAG,1999,no,Forest,USF,PNF,100,190,6,3.2,5,19990823,19990906,0.027912607
1999SUGAR,447,SUGAR,1999,no,Forest,USF,SHF,79.5,2065,120,5.8,22,19990823,19990907,0.01829212
2000ARNOT,454,ARNOT,2000,yes,Forest,USF,STF,100,252,6,2.2,2,20000628,20000802,0.027235802
2000BARK,457,BARK,2000,no,Forest,USF,KNF,52.15,764,241,31.5,111,20000721,20000728,0.005779608
2000CABBAGE,458,CABBAGE,2000,no,Forest,USF,MNF,99.85,587,19,3.3,3,20000325,20000405,0.030387691
2000HIGHWAY,464,HIGHWAY,2000,no,Forest,CDF,FKU,80.43,273,29,10.7,15,20000813,0,0.012883297
2000JOURNEY,465,JOURNEY,2000,no,Forest,USF,SRF,78.32,418,106,25.4,46,20001007,20001013,0.009107387
2000MANTER,467,MANTER,2000,no,Forest,USF,SQF,69.69,32061,13978,43.6,8011,20000722,20000906,0.003415841
2000SAWMILL,474,SAWMILL,2000,no,Forest,USF,INF,100,133,15,11.1,6,20000803,20000813,0.026317937
2000STORRIE,476,STORRIE,2000,no,Forest,USF,PNF,92.1,22806,6273,27.5,1869,20000817,20000927,0.002705948
2000TOWN,477,TOWN,2000,no,Forest,USF,MNF,95.03,459,125,27.3,104,20000331,20000401,0.00702752
2001BELL,479,BELL,2001,no,Forest,USF,MDF,100,1236,409,33.1,222,20010808,20010819,0.005838336
2001BLUE,480,BLUE,2001,no,Forest,USF,MDF,95.18,13926,4086,29.3,1535,20010808,20010821,0.005050449
2001BRICEBURG,481,BRICEBURG,2001,no,Forest,USF,SNF,74.12,300,44,14.8,28,20010724,20010806,0.011518738
2001BURNT,482,BURNT,2001,yes,Forest,NPS,KNP,0,948,84,8.9,22,20010730,20011217,0.015390324
2001DARBY,486,DARBY,2001,no,Forest,CDF,TCU,75.29,5830,1273,21.8,253,20010905,20010924,0.008131742
2001GAP,489,GAP,2001,no,Forest,USF,TNF,55.53,1013,663,65.5,663,20010812,20010820,0.002485163
2001HIGHWAY,491,HIGHWAY,2001,no,Forest,USF,SQF,80.63,1691,169,10,32,20010703,20010930,0.015235117
2001HOOVER,493,HOOVER,2001,yes,Forest,NPS,YNP,0,3054,317,10.4,80,20010710,20011115,0.010064296
2001HYAMPOM,494,HYAMPOM,2001,no,Forest,USF,SHF,96.92,481,135,28.1,79,20010831,20010903,0.005955529
2001JONES,495,JONES,2001,no,Forest,USF,KNF,92.73,637,77,12.1,18,20010509,20010515,0.015373384
2001MOORE,499,MOORE,2001,no,Forest,CDF,TCU,100,238,10,4.2,6,20011027,20011030,0.020896724
2001MUSIC,500,MUSIC,2001,no,Forest,USF,SNF,95.04,93,3,3.7,1,20010817,20010821,0.041813198
2001NORTH_FORK,501,NORTH FORK,2001,no,Forest,USF,SNF,93.83,1697,471,27.8,141,20010820,20010903,0.005465407
